指标名称,中国:开工率:纯碱,中国:产量:纯碱,中国:产量:碳酸钠(纯碱):累计值,中国:产量:碳酸钠(纯碱):累计同比,中国:产量:碳酸钠(纯碱):当月值,中国:产量:碳酸钠(纯碱):当月同比,期货持仓量:纯碱,期货持仓量(活跃合约):纯碱,中国:工厂总库存:纯碱,中国:进口数量:碳酸钠(纯碱)(28362000):当月同比,中国:进口数量:碳酸钠(纯碱)(28362000):累计同比,中国:出口数量:碳酸钠(纯碱)(28362000):当月同比,中国:出口数量:碳酸钠(纯碱)(28362000):当月环比,中国:开工率:纯碱,中国:产量:氧化铝:累计同比,中国:产量:氧化铝:当月同比
2020/8/7,,,,,,,202201,122089,,,,,,,,
2020/8/10,,,,,,,177928,94969,,,,,,,,
2020/8/11,,,,,,,184617,100505,,,,,,,,
2020/8/12,,,,,,,182959,97038,,,,,,,,
2020/8/13,75.29,54.84,,,,,175386,93238,,,,,,75.29,,
2020/8/14,,,,,,,175820,88112,,,,,,,,
2020/8/17,,,,,,,164482,71709,,,,,,,,
2020/8/18,,,,,,,164538,63900,,,,,,,,
2020/8/19,,,,,,,166574,52656,,,,,,,,
2020/8/20,72.53,51.42,,,,,150597,80958,,,,,,72.53,,
2020/8/21,,,,,,,164367,107024,,,,,,,,
2020/8/24,,,,,,,172558,118041,,,,,,,,
2020/8/25,,,,,,,214067,155645,,,,,,,,
2020/8/26,,,,,,,217200,156257,,,,,,,,
2020/8/27,70.28,49.82,,,,,207098,142464,,,,,,70.28,,
2020/8/28,,,,,,,209978,147295,,,,,,,,
2020/8/31,,,1818.6,-2.7,238.4,-1.4,221934,162613,,-99.950601,115.628121,52.655973,30.074472,,-4,6.6
2020/9/1,,,,,,,260503,199298,,,,,,,,
2020/9/2,,,,,,,289190,222932,,,,,,,,
2020/9/3,70.77,50.17,,,,,286125,220150,,,,,,70.77,,
2020/9/4,,,,,,,253976,193678,,,,,,,,
2020/9/7,,,,,,,264140,204083,,,,,,,,
2020/9/8,,,,,,,248984,196580,,,,,,,,
2020/9/9,,,,,,,230536,177412,,,,,,,,
2020/9/10,67.24,47.67,,,,,234350,180506,,,,,,67.24,,
2020/9/11,,,,,,,266945,209848,,,,,,,,
2020/9/14,,,,,,,243701,192285,,,,,,,,
2020/9/15,,,,,,,237685,187157,,,,,,,,
2020/9/16,,,,,,,211810,164974,,,,,,,,
2020/9/17,72.01,51.05,,,,,208887,163169,,,,,,72.01,,
2020/9/18,,,,,,,205982,161583,,,,,,,,
2020/9/21,,,,,,,195587,152737,,,,,,,,
2020/9/22,,,,,,,214166,167676,,,,,,,,
2020/9/23,,,,,,,219603,172447,,,,,,,,
2020/9/24,76.21,56.38,,,,,220581,171897,,,,,,76.21,,
2020/9/25,,,,,,,211414,162065,,,,,,,,
2020/9/28,,,,,,,205180,155879,,,,,,,,
2020/9/29,,,,,,,173609,132498,,,,,,,,
2020/9/30,77.83,55.17,2032.8,-4.3,219.1,-12.1,143167,108618,,-99.803722,110.318366,-10.20285,-39.641895,77.83,-1.9,13.9
2020/10/9,,,,,,,129167,99910,,,,,,,,
2020/10/12,,,,,,,134927,107079,,,,,,,,
2020/10/13,,,,,,,142628,113375,,,,,,,,
2020/10/14,,,,,,,134851,105664,,,,,,,,
2020/10/15,78.57,55.7,,,,,152792,122705,,,,,,78.57,,
2020/10/16,,,,,,,154840,124059,,,,,,,,
2020/10/19,,,,,,,183137,150836,,,,,,,,
2020/10/20,,,,,,,166069,133614,,,,,,,,
2020/10/21,,,,,,,164900,132703,,,,,,,,
2020/10/22,81.68,57.21,,,,,163497,131714,,,,,,81.68,,
2020/10/23,,,,,,,176290,144318,,,,,,,,
2020/10/26,,,,,,,165196,133759,,,,,,,,
2020/10/27,,,,,,,172228,140656,,,,,,,,
2020/10/28,,,,,,,178818,147640,,,,,,,,
2020/10/29,80.99,56.73,,,,,195487,163958,,,,,,80.99,,
2020/10/30,,,,,,,194979,165684,,,,,,,,
2020/10/31,,,2284.9,-4.1,250.7,-1.9,,,,703.271943,147.128646,-23.28834,-15.057191,,-0.8,9
2020/11/2,,,,,,,171934,143046,,,,,,,,
2020/11/3,,,,,,,184279,153795,,,,,,,,
2020/11/4,,,,,,,193088,160226,,,,,,,,
2020/11/5,78.14,54.73,,,,,199498,166462,,,,,,78.14,,
2020/11/6,,,,,,,192040,155381,,,,,,,,
2020/11/9,,,,,,,217734,181560,,,,,,,,
2020/11/10,,,,,,,219428,182214,,,,,,,,
2020/11/11,,,,,,,246674,208698,,,,,,,,
2020/11/12,76.97,53.91,,,,,258086,220280,,,,,,76.97,,
2020/11/13,,,,,,,251863,216606,,,,,,,,
2020/11/16,,,,,,,265620,228616,,,,,,,,
2020/11/17,,,,,,,256838,217121,,,,,,,,
2020/11/18,,,,,,,262268,219027,,,,,,,,
2020/11/19,77.95,54.6,,,,,259598,215545,,,,,,77.95,,
2020/11/20,,,,,,,292028,244543,,,,,,,,
2020/11/23,,,,,,,308682,258863,,,,,,,,
2020/11/24,,,,,,,323946,270862,,,,,,,,
2020/11/25,,,,,,,353855,297370,,,,,,,,
2020/11/26,80.22,56.19,,,,,356045,298118,,,,,,80.22,,
2020/11/27,,,,,,,333979,271156,,,,,,,,
2020/11/30,,,2503.8,-5.3,245,-6.5,361887,294968,,62.789857,122.986494,-42.637918,-33.506703,,0.5,11.3
2020/12/1,,,,,,,395981,316523,,,,,,,,
2020/12/2,,,,,,,400713,310710,,,,,,,,
2020/12/3,79.25,55.5,,,,,399251,309808,,,,,,79.25,,
2020/12/4,,,,,,,386795,295276,,,,,,,,
2020/12/7,,,,,,,401346,304528,,,,,,,,
2020/12/8,,,,,,,399941,301776,,,,,,,,
2020/12/9,,,,,,,413046,299329,,,,,,,,
2020/12/10,78.52,55,,,,,367327,238401,,,,,,78.52,,
2020/12/11,,,,,,,340923,211001,,,,,,,,
2020/12/14,,,,,,,309580,183161,,,,,,,,
2020/12/15,,,,,,,307849,164039,,,,,,,,
2020/12/16,,,,,,,313729,144004,,,,,,,,
2020/12/17,75.17,52.65,,,,,299043,119987,,,,,,75.17,,
2020/12/18,,,,,,,270653,92943,,,,,,,,
2020/12/21,,,,,,,261409,154014,,,,,,,,
2020/12/22,,,,,,,241965,145775,,,,,,,,
2020/12/23,,,,,,,247721,159107,,,,,,,,
2020/12/24,66.26,46.95,,,,,234748,153827,,,,,,66.26,,
2020/12/25,,,,,,,218296,142231,,,,,,,,
2020/12/28,,,,,,,225052,155199,,,,,,,,
2020/12/29,,,,,,,222107,158982,,,,,,,,
2020/12/30,,,,,,,221854,161163,,,,,,,,
2020/12/31,64.15,45.48,2812.4,-2.9,232.6,-8.7,203710,146448,,-24.518389,90.588147,-24.847358,60.459735,64.15,0.3,3.2
2021/1/4,,,,,,,232316,175758,,,,,,,,
2021/1/5,,,,,,,230676,176301,,,,,,,,
2021/1/6,,,,,,,269274,210459,,,,,,,,
2021/1/7,69.54,49.38,,,,,275888,212951,,,,,,69.54,,
2021/1/8,,,,,,,268530,207560,,,,,,,,
2021/1/11,,,,,,,254422,200965,,,,,,,,
2021/1/12,,,,,,,215649,168567,,,,,,,,
2021/1/13,,,,,,,253212,203248,,,,,,,,
2021/1/14,72.66,51.6,,,,,235082,184047,,,,,,72.66,,
2021/1/15,,,,,,,240636,189980,,,,,,,,
2021/1/18,,,,,,,232079,179372,,,,,,,,
2021/1/19,,,,,,,222130,169153,,,,,,,,
2021/1/20,,,,,,,244719,190121,,,,,,,,
2021/1/21,74.89,53.19,,,,,234528,179100,,,,,,74.89,,
2021/1/22,,,,,,,240896,186020,,,,,,,,
2021/1/25,,,,,,,234244,177269,,,,,,,,
2021/1/26,,,,,,,235495,177929,,,,,,,,
2021/1/27,,,,,,,233157,175753,,,,,,,,
2021/1/28,74.42,52.56,,,,,254115,194993,,,,,,74.42,,
2021/1/29,,,,,,,253162,192350,,,,,,,,
2021/1/31,,,,,,,,,,-80.776973,-80.776973,-12.395699,-18.47059,,,
2021/2/1,,,,,,,239197,181081,,,,,,,,
2021/2/2,,,,,,,243037,183088,,,,,,,,
2021/2/3,,,,,,,289811,225743,,,,,,,,
2021/2/4,77.77,54.92,,,,,264091,198208,,,,,,77.77,,
2021/2/5,,,,,,,252865,185306,,,,,,,,
2021/2/8,,,,,,,265685,198042,,,,,,,,
2021/2/9,,,,,,,224535,160540,,,,,,,,
2021/2/10,80.82,,,,,,208215,149675,,,,,,80.82,,
2021/2/18,,,,,,,233481,173175,,,,,,,,
2021/2/19,,,,,,,265370,203728,,,,,,,,
2021/2/22,,,,,,,305990,236481,,,,,,,,
2021/2/23,,,,,,,295328,223086,,,,,,,,
2021/2/24,,,,,,,310575,232740,,,,,,,,
2021/2/25,82.82,58.48,,,,,305422,217560,,,,,,82.82,,
2021/2/26,,,,,,,286842,203859,,,,,,,,
2021/2/28,,,467.1,9.1,,,,,,-71.650224,-78.481727,-4.528374,-22.451834,,14.8,
2021/3/1,,,,,,,341878,235743,,,,,,,,
2021/3/2,,,,,,,349339,246654,,,,,,,,
2021/3/3,,,,,,,369035,260520,,,,,,,,
2021/3/4,82.86,58.51,,,,,378726,262718,,,,,,82.86,,
2021/3/5,,,,,,,364881,234993,,,,,,,,
2021/3/8,,,,,,,503138,339022,,,,,,,,
2021/3/9,,,,,,,531377,338114,,,,,,,,
2021/3/10,,,,,,,603242,391665,,,,,,,,
2021/3/11,81.35,57.45,,,,,536234,343179,,,,,,81.35,,
2021/3/12,,,,,,,520368,327234,,,,,,,,
2021/3/15,,,,,,,560424,347615,,,,,,,,
2021/3/16,,,,,,,529628,313262,,,,,,,,
2021/3/17,,,,,,,620775,383200,,,,,,,,
2021/3/18,82.5,58.5,,,,,613597,368473,,,,,,82.5,,
2021/3/19,,,,,,,561794,327782,,,,,,,,
2021/3/22,,,,,,,570456,327349,,,,,,,,
2021/3/23,,,,,,,553303,305694,,,,,,,,
2021/3/24,,,,,,,545426,284785,,,,,,,,
2021/3/25,84.35,59.82,,,,,532218,278061,,,,,,84.35,,
2021/3/26,,,,,,,494567,260038,,,,,,,,
2021/3/29,,,,,,,497427,266469,,,,,,,,
2021/3/30,,,,,,,444989,214530,,,,,,,,
2021/3/31,,,721.1,2.6,254,4.1,459614,231260,,-86.31058,-81.170259,-42.728601,40.948495,,13.7,11.3
2021/4/1,82.23,58.43,,,,,448470,210133,,,,,,82.23,,
2021/4/2,,,,,,,455077,215423,,,,,,,,
2021/4/6,,,,,,,446383,194351,,,,,,,,
2021/4/7,,,,,,,492435,203117,,,,,,,,
2021/4/8,83.63,59.3,,,,,461006,162985,,,,,,83.63,,
2021/4/9,,,,,,,449004,275217,,,,,,,,
2021/4/12,,,,,,,427491,283910,,,,,,,,
2021/4/13,,,,,,,400836,276808,,,,,,,,
2021/4/14,,,,,,,415725,297720,,,,,,,,
2021/4/15,82.55,58.54,,,,,427919,318803,,,,,,82.55,,
2021/4/16,,,,,,,432024,330577,,,,,,,,
2021/4/19,,,,,,,449576,356635,,,,,,,,
2021/4/20,,,,,,,437169,348289,,,,,,,,
2021/4/21,,,,,,,427178,342816,,,,,,,,
2021/4/22,84.52,59.94,,,,,435713,353036,,,,,,84.52,,
2021/4/23,,,,,,,438878,358292,,,,,,,,
2021/4/26,,,,,,,425741,347925,,,,,,,,
2021/4/27,,,,,,,444021,367472,,,,,,,,
2021/4/28,,,,,,,438211,362415,,,,,,,,
2021/4/29,84.4,59.85,,,,,421942,350018,,,,,,84.4,,
2021/4/30,,,997.6,5.3,257.3,3.9,406606,333104,,-97.223984,-88.755675,-28.335578,-12.004396,,12.2,7
2021/5/6,,,,,,,426729,346380,,,,,,,,
2021/5/7,,,,,,,425454,338393,,,,,,,,
2021/5/8,83.98,59.59,,,,,,,,,,,,83.98,,
2021/5/10,,,,,,,430575,339472,,,,,,,,
2021/5/11,,,,,,,420025,325630,,,,,,,,
2021/5/12,,,,,,,436158,339133,,,,,,,,
2021/5/13,79.91,56.36,,,,,422407,326370,,,,,,79.91,,
2021/5/14,,,,,,,446130,348650,,,,,,,,
2021/5/17,,,,,,,570204,464273,,,,,,,,
2021/5/18,,,,,,,534406,426777,,,,,,,,
2021/5/19,,,,,,,550775,444161,,,,,,,,
2021/5/20,81.23,57.29,,,,,538631,436733,,,,,,81.23,,
2021/5/21,,,,,,,551205,439276,,,,,,,,
2021/5/24,,,,,,,537319,422467,,,,,,,,
2021/5/25,,,,,,,526261,400946,,,,,,,,
2021/5/26,,,,,,,530481,392943,,,,,,,,
2021/5/27,80.49,56.77,,,,,540117,399399,,,,,,80.49,,
2021/5/28,,,,,,,537819,388461,,,,,,,,
2021/5/31,,,1235.1,4.4,247.9,8.2,529008,381466,,-92.773917,-89.306419,-26.85137,-28.395745,,11.9,11.2
2021/6/1,,,,,,,547352,399371,,,,,,,,
2021/6/2,,,,,,,550915,406493,,,,,,,,
2021/6/3,79.33,56.29,,,,,532100,393659,,,,,,79.33,,
2021/6/4,,,,,,,504020,373963,,,,,,,,
2021/6/7,,,,,,,491195,359711,,,,,,,,
2021/6/8,,,,,,,531771,391819,,,,,,,,
2021/6/9,,,,,,,520887,382900,,,,,,,,
2021/6/10,78.64,55.8,,,,,564871,427243,,,,,,78.64,,
2021/6/11,,,,,,,519690,383463,,,,,,,,
2021/6/15,,,,,,,537456,399462,,,,,,,,
2021/6/16,,,,,,,530200,387481,,,,,,,,
2021/6/17,78.6,55.77,,,,,531932,385558,,,,,,78.6,,
2021/6/18,,,,,,,510793,370044,,,,,,,,
2021/6/21,,,,,,,491350,349674,,,,,,,,
2021/6/22,,,,,,,509050,365399,,,,,,,,
2021/6/23,,,,,,,513251,367717,,,,,,,,
2021/6/24,78.16,55.46,,,,,510621,359565,,,,,,78.16,,
2021/6/25,,,,,,,535056,368881,,,,,,,,
2021/6/28,,,,,,,517442,352207,,,,,,,,
2021/6/29,,,,,,,521715,352343,,,,,,,,
2021/6/30,,,1483.3,5.6,248.1,12,528666,349137,,935.22232,-63.701746,-38.715852,20.524119,,11,6.7
2021/7/1,78.99,56.05,,,,,542618,355520,,,,,,78.99,,
2021/7/2,,,,,,,550382,346865,,,,,,,,
2021/7/5,,,,,,,561930,345969,,,,,,,,
2021/7/6,,,,,,,599018,364772,,,,,,,,
2021/7/7,,,,,,,559375,329279,,,,,,,,
2021/7/8,75.19,53.35,,,,,535049,308875,,,,,,75.19,,
2021/7/9,,,,,,,515471,291971,,,,,,,,
2021/7/12,,,,,,,526730,299507,,,,,,,,
2021/7/13,,,,,,,528435,294995,,,,,,,,
2021/7/14,,,,,,,522518,296291,,,,,,,,
2021/7/15,68.19,48.38,,,,,516044,285478,,,,,,68.19,,
2021/7/16,,,,,,,547292,313923,,,,,,,,
2021/7/19,,,,,,,516998,283966,,,,,,,,
2021/7/20,,,,,,,502063,268962,,,,,,,,
2021/7/21,,,,,,,564985,309250,,,,,,,,
2021/7/22,71.56,50.78,,,,,561095,301759,,,,,,71.56,,
2021/7/23,,,,,,,540947,283280,,,,,,,,
2021/7/26,,,,,,,531204,266649,,,,,,,,
2021/7/27,,,,,,,526969,237372,,,,,,,,
2021/7/28,,,,,,,530739,221391,,,,,,,,
2021/7/29,77.04,54.67,,,,,531323,197044,,,,,,77.04,,
2021/7/30,,,,,,,532909,291462,,,,,,,,
2021/7/31,,,1707.5,2.8,223.1,-7.9,,,,179486.6137,-41.462729,-72.61195,-43.122193,,10.1,5.2
2021/8/2,,,,,,,513017,294281,,,,,,,,
2021/8/3,,,,,,,513854,314943,,,,,,,,
2021/8/4,,,,,,,508565,317296,,,,,,,,
2021/8/5,77.14,54.73,,,,,518650,330608,,,,,,77.14,,
2021/8/6,,,,,,,563040,374892,,,,,,,,
2021/8/9,,,,,,,558421,374152,,,,,,,,
2021/8/10,,,,,,,562240,380697,,,,,,,,
2021/8/11,,,,,,,561993,382787,,,,,,,,
2021/8/12,71.67,51,,,,,548523,383212,,,,,,71.67,,
2021/8/13,,,,,,,596502,435072,,,,,,,,
2021/8/16,,,,,,,613455,454141,,,,,,,,
2021/8/17,,,,,,,594186,441866,,,,,,,,
2021/8/18,,,,,,,585337,431590,,,,,,,,
2021/8/19,77.67,55.28,,,,,570241,420334,,,,,,77.67,,
2021/8/20,,,,,,,590466,439117,,,,,,,,
2021/8/23,,,,,,,561077,410616,,,,,,,,
2021/8/24,,,,,,,550154,401660,,,,,,,,
2021/8/25,,,,,,,545289,403158,,,,,,,,
2021/8/26,77.58,55.21,,,,,544856,413076,,,,,,77.58,,
2021/8/27,,,,,,,551063,411414,,,,,,,,
2021/8/30,,,,,,,531419,392608,,,,,,,,
2021/8/31,,,1950.2,2.9,242.7,3.9,523675,392016,,23681.19705,-38.735178,-79.697258,-3.575884,,8.7,-1.1
2021/9/1,,,,,,,528816,393599,,,,,,,,
2021/9/2,77.27,54.99,,,,,514311,382585,,,,,,77.27,,
2021/9/3,,,,,,,517932,382916,,,,,,,,
2021/9/6,,,,,,,521462,381994,,,,,,,,
2021/9/7,,,,,,,569650,421265,,,,,,,,
2021/9/8,,,,,,,601236,448107,,,,,,,,
2021/9/9,76.39,54.36,,,,,591649,442294,,,,,,76.39,,
2021/9/10,,,,,,,582976,433720,,,,,,,,
2021/9/13,,,,,,,578307,429077,,,,,,,,
2021/9/14,,,,,,,536652,393275,,,,,,,,
2021/9/15,,,,,,,548061,403098,,,,,,,,
2021/9/16,79.33,56.46,,,,,568540,419020,,,,,,79.33,,
2021/9/17,,,,,,,506091,366713,,,,,,,,
2021/9/22,,,,,,,524945,389430,,,,,,,,
2021/9/23,72.55,51.63,,,,,518564,379532,,,,,,72.55,,
2021/9/24,,,,,,,491269,358898,,,,,,,,
2021/9/27,,,,,,,535611,397115,,,,,,,,
2021/9/28,,,,,,,483346,354632,,,,,,,,
2021/9/29,,,,,,,486484,361373,,,,,,,,
2021/9/30,72.86,51.85,2181.5,3.1,232.4,2.5,444581,325542,,457471.5223,-28.211707,-54.158713,36.281746,72.86,7.6,-1.4
2021/10/8,,,,,,,428656,304757,,,,,,,,
2021/10/11,,,,,,,445094,316384,,,,,,,,
2021/10/12,,,,,,,427736,292034,,,,,,,,
2021/10/13,,,,,,,433657,290003,,,,,,,,
2021/10/14,73.99,52.66,,,,,432515,284559,,,,,,73.99,,
2021/10/15,,,,,,,426833,284274,,,,,,,,
2021/10/18,,,,,,,422636,282135,,,,,,,,
2021/10/19,,,,,,,399859,264807,,,,,,,,
2021/10/20,,,,,,,418516,287845,,,,,,,,
2021/10/21,75.44,53.69,,,,,419605,281355,,,,,,75.44,,
2021/10/22,,,,,,,406169,269894,,,,,,,,
2021/10/25,,,,,,,330935,203035,,,,,,,,
2021/10/26,,,,,,,305096,189528,,,,,,,,
2021/10/27,,,,,,,327398,216009,,,,,,,,
2021/10/28,76.53,54.46,,,,,340609,236708,,,,,,76.53,,
2021/10/29,,,,,,,338599,236154,,,,,,,,
2021/10/31,,,2423.33287,2.2,242.14442,-4.6,,,,-1.459495,-22.813524,-53.741812,-14.284683,,6.6,-2.2
2021/11/1,,,,,,,441641,328263,,,,,,,,
2021/11/2,,,,,,,423699,314486,,,,,,,,
2021/11/3,,,,,,,502361,375719,,,,,,,,
2021/11/4,75.86,53.99,,,,,472432,352229,,,,,,75.86,,
2021/11/5,,,,,,,482048,354477,,,,,,,,
2021/11/8,,,,,,,513551,381167,,,,,,,,
2021/11/9,,,,,,,484704,351657,,,,,,,,
2021/11/10,,,,,,,486295,353573,,,,,,,,
2021/11/11,79.13,56.31,,,,,497642,352913,,,,,,79.13,,
2021/11/12,,,,,,,468547,335160,,,,,,,,
2021/11/15,,,,,,,479430,352825,,,,,,,,
2021/11/16,,,,,,,453018,326773,,,,,,,,
2021/11/17,,,,,,,480937,350271,,,,,,,,
2021/11/18,75.35,53.62,,,,,472079,329525,,,,,,75.35,,
2021/11/19,,,,,,,505487,356377,,,,,,,,
2021/11/22,,,,,,,468408,315922,,,,,,,,
2021/11/23,,,,,,,435673,283741,,,,,,,,
2021/11/24,,,,,,,435147,259059,,,,,,,,
2021/11/25,75.09,53.44,,,,,443675,263075,,,,,,75.09,,
2021/11/26,,,,,,,437279,249722,,,,,,,,
2021/11/29,,,,,,,438177,234062,,,,,,,,
2021/11/30,,,2666.4,3.2,247.6,1.4,421641,216715,,-73.211269,-33.345467,-5.31277,36.107062,,5.3,-4.5
2021/12/1,,,,,,,458789,208297,,,,,,,,
2021/12/2,81.91,58.29,,,,,436001,221890,,,,,,81.91,,
2021/12/3,,,,,,,414433,226611,,,,,,,,
2021/12/6,,,,,,,418728,241433,,,,,,,,
2021/12/7,,,,,,,464507,305588,,,,,,,,
2021/12/8,,,,,,,470356,331475,,,,,,,,
2021/12/9,83.19,59.2,,,,,507395,389469,,,,,,83.19,,
2021/12/10,,,,,,,493396,390385,,,,,,,,
2021/12/13,,,,,,,482215,390558,,,,,,,,
2021/12/14,,,,,,,431054,352968,,,,,,,,
2021/12/15,,,,,,,468021,393142,,,,,,,,
2021/12/16,82.54,58.74,,,,,416205,349188,,,,,,82.54,,
2021/12/17,,,,,,,421112,357562,,,,,,,,
2021/12/20,,,,,,,411750,353672,,,,,,,,
2021/12/21,,,,,,,394410,341350,,,,,,,,
2021/12/22,,,,,,,403148,353803,,,,,,,,
2021/12/23,79.65,56.68,,,,,409934,359103,,,,,,79.65,,
2021/12/24,,,,,,,447067,396662,,,,,,,,
2021/12/27,,,,,,,423730,373635,,,,,,,,
2021/12/28,,,,,,,415425,366401,,,,,,,,
2021/12/29,,,,,,,435041,386090,,,,,,,,
2021/12/30,78.99,52.86,,,,,466693,416667,,,,,,78.99,,
2021/12/31,,,2913.3,3.4,246.9,6,509168,458972,,-33.222248,-33.334748,-48.493264,-12.715187,,5,1.1
2022/1/4,,,,,,,477198,419323,,,,,,,,
2022/1/5,,,,,,,454358,392877,,,,,,,,
2022/1/6,82.38,55.14,,,,,445925,375321,,,,,,82.38,,
2022/1/7,,,,,,,442632,365808,,,,,,,,
2022/1/10,,,,,,,470436,381333,,,,,,,,
2022/1/11,,,,,,,532886,423407,,,,,,,,
2022/1/12,,,,,,,516880,397053,,,,,,,,
2022/1/13,82.81,55.42,,,,,569302,440698,,,,,,82.81,,
2022/1/14,,,,,,,577718,440895,,,,,,,,
2022/1/17,,,,,,,567353,425761,,,,,,,,
2022/1/18,,,,,,,555911,405968,,,,,,,,
2022/1/19,,,,,,,619849,451917,,,,,,,,
2022/1/20,82.06,54.92,,,,,604265,425337,,,,,,82.06,,
2022/1/21,,,,,,,707111,515217,,,,,,,,
2022/1/24,,,,,,,625282,429829,,,,,,,,
2022/1/25,,,,,,,649360,452251,,,,,,,,
2022/1/26,,,,,,,681810,478501,,,,,,,,
2022/1/27,83.24,55.71,,,,,651282,444911,,,,,,83.24,,
2022/1/28,,,,,,,583165,385914,,,,,,,,
2022/1/31,,,,,,,,,,55.079577,55.079577,-5.132851,50.164102,,,
2022/2/7,,,,,,,591270,392188,,,,,,,,
2022/2/8,,,,,,,627624,424263,,,,,,,,
2022/2/9,,,,,,,652928,446759,,,,,,,,
2022/2/10,83.52,55.9,,,,,794990,566788,,,,,,83.52,,
2022/2/11,,,,,,,760470,540516,,,,,,,,
2022/2/14,,,,,,,767571,538977,,,,,,,,
2022/2/15,,,,,,,737744,514267,,,,,,,,
2022/2/16,,,,,,,728954,494928,,,,,,,,
2022/2/17,84.99,55.8,,,,,723780,489390,,,,,,84.99,,
2022/2/18,,,,,,,698110,451614,,,,,,,,
2022/2/21,,,,,,,765463,509685,,,,,,,,
2022/2/22,,,,,,,752233,490629,,,,,,,,
2022/2/23,,,,,,,736647,470864,,,,,,,,
2022/2/24,84.77,55.65,,,,,768964,502544,,,,,,84.77,,
2022/2/25,,,,,,,738570,477566,,,,,,,,
2022/2/28,,,467.2,0.3,,,745746,492211,,1184.544659,429.300572,25.97031,2.973122,,-7.3,
2022/3/1,,,,,,,719811,461135,,,,,,,,
2022/3/2,,,,,,,729600,458183,,,,,,,,
2022/3/3,87.77,57.62,,,,,677887,404458,,,,,,87.77,,
