,index,JYR,RV,garch,gjrgarch,RV_s1,garch_s1,gjrgarch_s1,RV_s2,garch_s2,gjrgarch_s2,date_x,中国:固定资产投资完成额:累计同比,中国:固定资产投资完成额:制造业:累计同比,中国:工业增加值:金属制品业:累计同比,中国:工业增加值:金属制品业:当月同比,中国:工业增加值:通用设备制造业:当月同比,中国:工业增加值:通用设备制造业:累计同比,中国:工业增加值:专用设备制造业:当月同比,中国:工业增加值:专用设备制造业:累计同比,中国:产量:工业锅炉:当月同比,中国:产量:工业锅炉:累计同比,中国:产量:金属切削机床:累计同比,中国:产量:金属切削机床:当月同比,中国:产量:汽车:当月同比,中国:产量:汽车:累计同比,ppi_yoy,lstm,date
72,72,2021-05-25,9.241972809571562e-05,9.407863315217887e-05,0.00017470682554746183,5.794125294633701e-05,-9.429406372794488e-07,9.74718317334681e-05,6.251602726871894e-05,7.576915468537877e-06,0.00010715587996546267,2021-05,15.4,20.4,30.5,19.2,13.8,27.2,5.9,22.6,11.9,27.4,48.8,31.8,-4.0,38.4,9.0,0.0001368869,2021-05-25
73,73,2021-05-26,3.800338882623916e-05,-2.656078086754399e-06,0.00015503343439988345,9.241972809571562e-05,9.407863315217887e-05,0.00017470682554746183,5.794125294633701e-05,-9.429406372794488e-07,9.74718317334681e-05,2021-05,15.4,20.4,30.5,19.2,13.8,27.2,5.9,22.6,11.9,27.4,48.8,31.8,-4.0,38.4,9.0,0.00013630337,2021-05-26
74,74,2021-05-27,0.00011830651582101188,-1.5840249064506297e-06,0.00013879126157794052,3.800338882623916e-05,-2.656078086754399e-06,0.00015503343439988345,9.241972809571562e-05,9.407863315217887e-05,0.00017470682554746183,2021-05,15.4,20.4,30.5,19.2,13.8,27.2,5.9,22.6,11.9,27.4,48.8,31.8,-4.0,38.4,9.0,0.0001368559,2021-05-27
75,75,2021-05-28,6.611261517297249e-05,-1.6453529237136566e-06,0.00012514710577843667,0.00011830651582101188,-1.5840249064506297e-06,0.00013879126157794052,3.800338882623916e-05,-2.656078086754399e-06,0.00015503343439988345,2021-05,15.4,20.4,30.5,19.2,13.8,27.2,5.9,22.6,11.9,27.4,48.8,31.8,-4.0,38.4,9.0,0.00013656975,2021-05-28
76,76,2021-05-31,3.2309207058453715e-05,-2.2924588127938047e-06,0.00011199873146871377,6.611261517297249e-05,-1.6453529237136566e-06,0.00012514710577843667,0.00011830651582101188,-1.5840249064506297e-06,0.00013879126157794052,2021-05,15.4,20.4,30.5,19.2,13.8,27.2,5.9,22.6,11.9,27.4,48.8,31.8,-4.0,38.4,9.0,0.00013660167,2021-05-31
77,77,2021-06-01,6.810799566888538e-05,-2.320698895824169e-06,0.0001004671145327376,3.2309207058453715e-05,-2.2924588127938047e-06,0.00011199873146871377,6.611261517297249e-05,-1.6453529237136566e-06,0.00012514710577843667,2021-06,12.6,19.2,28.2,19.7,13.9,24.3,10.5,20.1,0.6,22.0,45.6,29.5,-13.1,26.4,8.8,0.00013670008,2021-06-01
78,78,2021-06-02,7.40288819882786e-05,6.783093901160625e-06,0.00010430288180526114,6.810799566888538e-05,-2.320698895824169e-06,0.0001004671145327376,3.2309207058453715e-05,-2.2924588127938047e-06,0.00011199873146871377,2021-06,12.6,19.2,28.2,19.7,13.9,24.3,10.5,20.1,0.6,22.0,45.6,29.5,-13.1,26.4,8.8,0.00013663678,2021-06-02
79,79,2021-06-03,5.8965500978862204e-05,1.6466417177453963e-06,9.992401091809488e-05,7.40288819882786e-05,6.783093901160625e-06,0.00010430288180526114,6.810799566888538e-05,-2.320698895824169e-06,0.0001004671145327376,2021-06,12.6,19.2,28.2,19.7,13.9,24.3,10.5,20.1,0.6,22.0,45.6,29.5,-13.1,26.4,8.8,0.00013652327,2021-06-03
80,80,2021-06-04,0.00011573972480328375,-5.5459346057879976e-08,9.194377467205678e-05,5.8965500978862204e-05,1.6466417177453963e-06,9.992401091809488e-05,7.40288819882786e-05,6.783093901160625e-06,0.00010430288180526114,2021-06,12.6,19.2,28.2,19.7,13.9,24.3,10.5,20.1,0.6,22.0,45.6,29.5,-13.1,26.4,8.8,0.00013656808,2021-06-04
81,81,2021-06-07,4.8970246584274653e-05,-2.6020386187163323e-06,8.271010465165388e-05,0.00011573972480328375,-5.5459346057879976e-08,9.194377467205678e-05,5.8965500978862204e-05,1.6466417177453963e-06,9.992401091809488e-05,2021-06,12.6,19.2,28.2,19.7,13.9,24.3,10.5,20.1,0.6,22.0,45.6,29.5,-13.1,26.4,8.8,0.00013639938,2021-06-07
82,82,2021-06-08,0.00012656354418048122,4.820976857846372e-06,8.580877235563159e-05,4.8970246584274653e-05,-2.6020386187163323e-06,8.271010465165388e-05,0.00011573972480328375,-5.5459346057879976e-08,9.194377467205678e-05,2021-06,12.6,19.2,28.2,19.7,13.9,24.3,10.5,20.1,0.6,22.0,45.6,29.5,-13.1,26.4,8.8,0.00013655775,2021-06-08
83,83,2021-06-09,3.048746446569711e-05,-2.6111472512989534e-06,7.72862826193162e-05,0.00012656354418048122,4.820976857846372e-06,8.580877235563159e-05,4.8970246584274653e-05,-2.6020386187163323e-06,8.271010465165388e-05,2021-06,12.6,19.2,28.2,19.7,13.9,24.3,10.5,20.1,0.6,22.0,45.6,29.5,-13.1,26.4,8.8,0.00013632255,2021-06-09
84,84,2021-06-10,5.950390750669687e-05,1.7632593190471889e-06,7.377397961401707e-05,3.048746446569711e-05,-2.6111472512989534e-06,7.72862826193162e-05,0.00012656354418048122,4.820976857846372e-06,8.580877235563159e-05,2021-06,12.6,19.2,28.2,19.7,13.9,24.3,10.5,20.1,0.6,22.0,45.6,29.5,-13.1,26.4,8.8,0.00013656195,2021-06-10
85,85,2021-06-11,4.139823451595325e-05,5.262565217749848e-06,7.865380625775153e-05,5.950390750669687e-05,1.7632593190471889e-06,7.377397961401707e-05,3.048746446569711e-05,-2.6111472512989534e-06,7.72862826193162e-05,2021-06,12.6,19.2,28.2,19.7,13.9,24.3,10.5,20.1,0.6,22.0,45.6,29.5,-13.1,26.4,8.8,0.00013654985,2021-06-11
86,86,2021-06-15,8.287578947582486e-05,9.84268351573595e-06,8.982176812776692e-05,4.139823451595325e-05,5.262565217749848e-06,7.865380625775153e-05,5.950390750669687e-05,1.7632593190471889e-06,7.377397961401707e-05,2021-06,12.6,19.2,28.2,19.7,13.9,24.3,10.5,20.1,0.6,22.0,45.6,29.5,-13.1,26.4,8.8,0.000136591,2021-06-15
87,87,2021-06-16,7.834060016579594e-05,2.5542389495377273e-05,0.00012323851707761615,8.287578947582486e-05,9.84268351573595e-06,8.982176812776692e-05,4.139823451595325e-05,5.262565217749848e-06,7.865380625775153e-05,2021-06,12.6,19.2,28.2,19.7,13.9,24.3,10.5,20.1,0.6,22.0,45.6,29.5,-13.1,26.4,8.8,0.00013657977,2021-06-16
88,88,2021-06-17,5.9860336262656133e-05,-9.122143828497507e-07,0.00011157299026142375,7.834060016579594e-05,2.5542389495377273e-05,0.00012323851707761615,8.287578947582486e-05,9.84268351573595e-06,8.982176812776692e-05,2021-06,12.6,19.2,28.2,19.7,13.9,24.3,10.5,20.1,0.6,22.0,45.6,29.5,-13.1,26.4,8.8,0.00013643931,2021-06-17
89,89,2021-06-18,8.858556080847063e-05,-2.678307023984124e-06,9.97719893816227e-05,5.9860336262656133e-05,-9.122143828497507e-07,0.00011157299026142375,7.834060016579594e-05,2.5542389495377273e-05,0.00012323851707761615,2021-06,12.6,19.2,28.2,19.7,13.9,24.3,10.5,20.1,0.6,22.0,45.6,29.5,-13.1,26.4,8.8,0.00013661885,2021-06-18
90,90,2021-06-21,9.148721916705766e-05,-2.117767280297204e-06,9.028987847706162e-05,8.858556080847063e-05,-2.678307023984124e-06,9.97719893816227e-05,5.9860336262656133e-05,-9.122143828497507e-07,0.00011157299026142375,2021-06,12.6,19.2,28.2,19.7,13.9,24.3,10.5,20.1,0.6,22.0,45.6,29.5,-13.1,26.4,8.8,0.00013651261,2021-06-21
91,91,2021-06-22,3.4259046324737535e-05,1.1914543961118186e-06,8.463766016060489e-05,9.148721916705766e-05,-2.117767280297204e-06,9.028987847706162e-05,8.858556080847063e-05,-2.678307023984124e-06,9.97719893816227e-05,2021-06,12.6,19.2,28.2,19.7,13.9,24.3,10.5,20.1,0.6,22.0,45.6,29.5,-13.1,26.4,8.8,0.00013645578,2021-06-22
92,92,2021-06-23,6.448727259693441e-05,-2.6528664258567194e-07,7.837742592814028e-05,3.4259046324737535e-05,1.1914543961118186e-06,8.463766016060489e-05,9.148721916705766e-05,-2.117767280297204e-06,9.028987847706162e-05,2021-06,12.6,19.2,28.2,19.7,13.9,24.3,10.5,20.1,0.6,22.0,45.6,29.5,-13.1,26.4,8.8,0.00013657627,2021-06-23
93,93,2021-06-24,4.5320840292054234e-05,-2.402218740361571e-06,7.097158327004696e-05,6.448727259693441e-05,-2.6528664258567194e-07,7.837742592814028e-05,3.4259046324737535e-05,1.1914543961118186e-06,8.463766016060489e-05,2021-06,12.6,19.2,28.2,19.7,13.9,24.3,10.5,20.1,0.6,22.0,45.6,29.5,-13.1,26.4,8.8,0.0001365198,2021-06-24
94,94,2021-06-25,7.095448501090229e-05,2.343660220761082e-05,8.779734233036803e-05,4.5320840292054234e-05,-2.402218740361571e-06,7.097158327004696e-05,6.448727259693441e-05,-2.6528664258567194e-07,7.837742592814028e-05,2021-06,12.6,19.2,28.2,19.7,13.9,24.3,10.5,20.1,0.6,22.0,45.6,29.5,-13.1,26.4,8.8,0.00013661516,2021-06-25
95,95,2021-06-28,2.1791402079125222e-05,-2.1739975792800143e-06,7.942037166480783e-05,7.095448501090229e-05,2.343660220761082e-05,8.779734233036803e-05,4.5320840292054234e-05,-2.402218740361571e-06,7.097158327004696e-05,2021-06,12.6,19.2,28.2,19.7,13.9,24.3,10.5,20.1,0.6,22.0,45.6,29.5,-13.1,26.4,8.8,0.00013641448,2021-06-28
96,96,2021-06-29,4.419357184777696e-05,1.1069187284264154e-05,9.233973463035004e-05,2.1791402079125222e-05,-2.1739975792800143e-06,7.942037166480783e-05,7.095448501090229e-05,2.343660220761082e-05,8.779734233036803e-05,2021-06,12.6,19.2,28.2,19.7,13.9,24.3,10.5,20.1,0.6,22.0,45.6,29.5,-13.1,26.4,8.8,0.00013670122,2021-06-29
97,97,2021-06-30,3.6200827029208245e-05,1.4592567430989475e-06,8.667295330033677e-05,4.419357184777696e-05,1.1069187284264154e-05,9.233973463035004e-05,2.1791402079125222e-05,-2.1739975792800143e-06,7.942037166480783e-05,2021-06,12.6,19.2,28.2,19.7,13.9,24.3,10.5,20.1,0.6,22.0,45.6,29.5,-13.1,26.4,8.8,0.00013657137,2021-06-30
98,98,2021-07-01,9.50724068560056e-05,-2.5639888608636413e-06,7.808508099036915e-05,3.6200827029208245e-05,1.4592567430989475e-06,8.667295330033677e-05,4.419357184777696e-05,1.1069187284264154e-05,9.233973463035004e-05,2021-07,10.3,17.3,25.5,12.7,7.6,21.5,5.3,17.8,-2.0,18.2,44.2,27.5,-15.8,18.9,9.0,0.00013661422,2021-07-01
99,99,2021-07-02,8.180736363470985e-05,8.034827340860198e-05,0.00019550552301558435,9.50724068560056e-05,-2.5639888608636413e-06,7.808508099036915e-05,3.6200827029208245e-05,1.4592567430989475e-06,8.667295330033677e-05,2021-07,10.3,17.3,25.5,12.7,7.6,21.5,5.3,17.8,-2.0,18.2,44.2,27.5,-15.8,18.9,9.0,0.00013685986,2021-07-02
100,100,2021-07-05,4.4395669651858654e-05,-2.5895240239044118e-06,0.00017329630732981736,8.180736363470985e-05,8.034827340860198e-05,0.00019550552301558435,9.50724068560056e-05,-2.5639888608636413e-06,7.808508099036915e-05,2021-07,10.3,17.3,25.5,12.7,7.6,21.5,5.3,17.8,-2.0,18.2,44.2,27.5,-15.8,18.9,9.0,0.0001363161,2021-07-05
101,101,2021-07-06,8.742133188052068e-05,-2.6516031597278654e-06,0.00015382705289892948,4.4395669651858654e-05,-2.5895240239044118e-06,0.00017329630732981736,8.180736363470985e-05,8.034827340860198e-05,0.00019550552301558435,2021-07,10.3,17.3,25.5,12.7,7.6,21.5,5.3,17.8,-2.0,18.2,44.2,27.5,-15.8,18.9,9.0,0.00013689473,2021-07-06
102,102,2021-07-07,6.743245559695257e-05,9.925170088923522e-06,0.0001481168510311362,8.742133188052068e-05,-2.6516031597278654e-06,0.00015382705289892948,4.4395669651858654e-05,-2.5895240239044118e-06,0.00017329630732981736,2021-07,10.3,17.3,25.5,12.7,7.6,21.5,5.3,17.8,-2.0,18.2,44.2,27.5,-15.8,18.9,9.0,0.0001367385,2021-07-07
103,103,2021-07-08,5.70419468116823e-05,7.749962078830839e-06,0.00014745714627605727,6.743245559695257e-05,9.925170088923522e-06,0.0001481168510311362,8.742133188052068e-05,-2.6516031597278654e-06,0.00015382705289892948,2021-07,10.3,17.3,25.5,12.7,7.6,21.5,5.3,17.8,-2.0,18.2,44.2,27.5,-15.8,18.9,9.0,0.00013669676,2021-07-08
104,104,2021-07-09,7.925824639149508e-05,-1.3064240903005733e-06,0.00013324097202733402,5.70419468116823e-05,7.749962078830839e-06,0.00014745714627605727,6.743245559695257e-05,9.925170088923522e-06,0.0001481168510311362,2021-07,10.3,17.3,25.5,12.7,7.6,21.5,5.3,17.8,-2.0,18.2,44.2,27.5,-15.8,18.9,9.0,0.00013669618,2021-07-09
105,105,2021-07-12,0.00012531057876837668,1.2704901520460999e-05,0.00013260929363783077,7.925824639149508e-05,-1.3064240903005733e-06,0.00013324097202733402,5.70419468116823e-05,7.749962078830839e-06,0.00014745714627605727,2021-07,10.3,17.3,25.5,12.7,7.6,21.5,5.3,17.8,-2.0,18.2,44.2,27.5,-15.8,18.9,9.0,0.00013669085,2021-07-12
106,106,2021-07-13,4.855047217633776e-05,-2.3453830774185575e-06,0.00011848102840224268,0.00012531057876837668,1.2704901520460999e-05,0.00013260929363783077,7.925824639149508e-05,-1.3064240903005733e-06,0.00013324097202733402,2021-07,10.3,17.3,25.5,12.7,7.6,21.5,5.3,17.8,-2.0,18.2,44.2,27.5,-15.8,18.9,9.0,0.00013642857,2021-07-13
107,107,2021-07-14,6.473206820923957e-05,1.0647212325058787e-05,0.000125886220026212,4.855047217633776e-05,-2.3453830774185575e-06,0.00011848102840224268,0.00012531057876837668,1.2704901520460999e-05,0.00013260929363783077,2021-07,10.3,17.3,25.5,12.7,7.6,21.5,5.3,17.8,-2.0,18.2,44.2,27.5,-15.8,18.9,9.0,0.00013670149,2021-07-14
108,108,2021-07-15,6.487498472485452e-05,1.5176922276393324e-05,0.0001284028242551266,6.473206820923957e-05,1.0647212325058787e-05,0.000125886220026212,4.855047217633776e-05,-2.3453830774185575e-06,0.00011848102840224268,2021-07,10.3,17.3,25.5,12.7,7.6,21.5,5.3,17.8,-2.0,18.2,44.2,27.5,-15.8,18.9,9.0,0.00013664615,2021-07-15
109,109,2021-07-16,4.0848166016771496e-05,9.565455468202802e-06,0.0001329393597771448,6.487498472485452e-05,1.5176922276393324e-05,0.0001284028242551266,6.473206820923957e-05,1.0647212325058787e-05,0.000125886220026212,2021-07,10.3,17.3,25.5,12.7,7.6,21.5,5.3,17.8,-2.0,18.2,44.2,27.5,-15.8,18.9,9.0,0.00013665104,2021-07-16
110,110,2021-07-19,7.855743536036924e-05,-1.3343741519817258e-06,0.0001196818548284884,4.0848166016771496e-05,9.565455468202802e-06,0.0001329393597771448,6.487498472485452e-05,1.5176922276393324e-05,0.0001284028242551266,2021-07,10.3,17.3,25.5,12.7,7.6,21.5,5.3,17.8,-2.0,18.2,44.2,27.5,-15.8,18.9,9.0,0.0001366859,2021-07-19
111,111,2021-07-20,3.215034667195707e-05,-2.6020857918377506e-06,0.00010698362519816943,7.855743536036924e-05,-1.3343741519817258e-06,0.0001196818548284884,4.0848166016771496e-05,9.565455468202802e-06,0.0001329393597771448,2021-07,10.3,17.3,25.5,12.7,7.6,21.5,5.3,17.8,-2.0,18.2,44.2,27.5,-15.8,18.9,9.0,0.00013661715,2021-07-20
112,112,2021-07-21,3.1637936749167664e-05,1.994903796080309e-06,9.997106746055224e-05,3.215034667195707e-05,-2.6020857918377506e-06,0.00010698362519816943,7.855743536036924e-05,-1.3343741519817258e-06,0.0001196818548284884,2021-07,10.3,17.3,25.5,12.7,7.6,21.5,5.3,17.8,-2.0,18.2,44.2,27.5,-15.8,18.9,9.0,0.00013668931,2021-07-21
113,113,2021-07-22,3.9309694310108e-05,-2.4552860213017238e-06,8.982030918463513e-05,3.1637936749167664e-05,1.994903796080309e-06,9.997106746055224e-05,3.215034667195707e-05,-2.6020857918377506e-06,0.00010698362519816943,2021-07,10.3,17.3,25.5,12.7,7.6,21.5,5.3,17.8,-2.0,18.2,44.2,27.5,-15.8,18.9,9.0,0.00013667034,2021-07-22
114,114,2021-07-23,6.238214143472975e-05,1.2228621593524257e-05,0.00010318682629796475,3.9309694310108e-05,-2.4552860213017238e-06,8.982030918463513e-05,3.1637936749167664e-05,1.994903796080309e-06,9.997106746055224e-05,2021-07,10.3,17.3,25.5,12.7,7.6,21.5,5.3,17.8,-2.0,18.2,44.2,27.5,-15.8,18.9,9.0,0.0001367136,2021-07-23
115,115,2021-07-26,0.00025961579384366446,0.00010452016844798745,0.00025387474479472553,6.238214143472975e-05,1.2228621593524257e-05,0.00010318682629796475,3.9309694310108e-05,-2.4552860213017238e-06,8.982030918463513e-05,2021-07,10.3,17.3,25.5,12.7,7.6,21.5,5.3,17.8,-2.0,18.2,44.2,27.5,-15.8,18.9,9.0,0.00013706132,2021-07-26
116,116,2021-07-27,0.00029246424083069803,0.00012667681954982692,0.0004190953790361168,0.00025961579384366446,0.00010452016844798745,0.00025387474479472553,6.238214143472975e-05,1.2228621593524257e-05,0.00010318682629796475,2021-07,10.3,17.3,25.5,12.7,7.6,21.5,5.3,17.8,-2.0,18.2,44.2,27.5,-15.8,18.9,9.0,0.00013655072,2021-07-27
117,117,2021-07-28,0.000413864689270029,-2.2937085539152515e-06,0.0003692190027989689,0.00029246424083069803,0.00012667681954982692,0.0004190953790361168,0.00025961579384366446,0.00010452016844798745,0.00025387474479472553,2021-07,10.3,17.3,25.5,12.7,7.6,21.5,5.3,17.8,-2.0,18.2,44.2,27.5,-15.8,18.9,9.0,0.00013609885,2021-07-28
118,118,2021-07-29,7.464420696316977e-05,3.223657842364979e-05,0.0003567312381114599,0.000413864689270029,-2.2937085539152515e-06,0.0003692190027989689,0.00029246424083069803,0.00012667681954982692,0.0004190953790361168,2021-07,10.3,17.3,25.5,12.7,7.6,21.5,5.3,17.8,-2.0,18.2,44.2,27.5,-15.8,18.9,9.0,0.00013645829,2021-07-29
119,119,2021-07-30,0.00010106856814629512,3.872720670900279e-06,0.0003241752241747295,7.464420696316977e-05,3.223657842364979e-05,0.0003567312381114599,0.000413864689270029,-2.2937085539152515e-06,0.0003692190027989689,2021-07,10.3,17.3,25.5,12.7,7.6,21.5,5.3,17.8,-2.0,18.2,44.2,27.5,-15.8,18.9,9.0,0.00013696431,2021-07-30
120,120,2021-08-02,0.00018562261255142092,6.060799560637988e-05,0.00034290443800747545,0.00010106856814629512,3.872720670900279e-06,0.0003241752241747295,7.464420696316977e-05,3.223657842364979e-05,0.0003567312381114599,2021-08,8.9,15.7,23.5,11.8,6.7,19.4,8.7,16.5,-7.7,14.5,40.6,23.1,-19.1,13.5,9.5,0.00013736449,2021-08-02
121,121,2021-08-03,9.872575538181469e-05,-2.674238110322526e-06,0.00030221089438309945,0.00018562261255142092,6.060799560637988e-05,0.00034290443800747545,0.00010106856814629512,3.872720670900279e-06,0.0003241752241747295,2021-08,8.9,15.7,23.5,11.8,6.7,19.4,8.7,16.5,-7.7,14.5,40.6,23.1,-19.1,13.5,9.5,0.00013670517,2021-08-03
122,122,2021-08-04,4.623161625088358e-05,5.340855859325216e-06,0.00027383249918314773,9.872575538181469e-05,-2.674238110322526e-06,0.00030221089438309945,0.00018562261255142092,6.060799560637988e-05,0.00034290443800747545,2021-08,8.9,15.7,23.5,11.8,6.7,19.4,8.7,16.5,-7.7,14.5,40.6,23.1,-19.1,13.5,9.5,0.00013708994,2021-08-04
123,123,2021-08-05,8.474541195770194e-05,1.0171709743879577e-06,0.0002473314193193317,4.623161625088358e-05,5.340855859325216e-06,0.00027383249918314773,9.872575538181469e-05,-2.674238110322526e-06,0.00030221089438309945,2021-08,8.9,15.7,23.5,11.8,6.7,19.4,8.7,16.5,-7.7,14.5,40.6,23.1,-19.1,13.5,9.5,0.00013713898,2021-08-05
124,124,2021-08-06,6.269424134906212e-05,3.3803560960402627e-07,0.0002231175829032274,8.474541195770194e-05,1.0171709743879577e-06,0.0002473314193193317,4.623161625088358e-05,5.340855859325216e-06,0.00027383249918314773,2021-08,8.9,15.7,23.5,11.8,6.7,19.4,8.7,16.5,-7.7,14.5,40.6,23.1,-19.1,13.5,9.5,0.0001370039,2021-08-06
125,125,2021-08-09,0.00010470653644210627,1.4013507026500498e-05,0.00021244067924581632,6.269424134906212e-05,3.3803560960402627e-07,0.0002231175829032274,8.474541195770194e-05,1.0171709743879577e-06,0.0002473314193193317,2021-08,8.9,15.7,23.5,11.8,6.7,19.4,8.7,16.5,-7.7,14.5,40.6,23.1,-19.1,13.5,9.5,0.00013699522,2021-08-09
126,126,2021-08-10,6.706593838949944e-05,1.0511446151308963e-05,0.0001999383061591923,0.00010470653644210627,1.4013507026500498e-05,0.00021244067924581632,6.269424134906212e-05,3.3803560960402627e-07,0.0002231175829032274,2021-08,8.9,15.7,23.5,11.8,6.7,19.4,8.7,16.5,-7.7,14.5,40.6,23.1,-19.1,13.5,9.5,0.00013679228,2021-08-10
127,127,2021-08-11,4.982748717763205e-05,3.7822350796367724e-07,0.00018170424749205239,6.706593838949944e-05,1.0511446151308963e-05,0.0001999383061591923,0.00010470653644210627,1.4013507026500498e-05,0.00021244067924581632,2021-08,8.9,15.7,23.5,11.8,6.7,19.4,8.7,16.5,-7.7,14.5,40.6,23.1,-19.1,13.5,9.5,0.00013681984,2021-08-11
128,128,2021-08-12,6.232837613207055e-05,4.389103980519594e-06,0.00017178815498537225,4.982748717763205e-05,3.7822350796367724e-07,0.00018170424749205239,6.706593838949944e-05,1.0511446151308963e-05,0.0001999383061591923,2021-08,8.9,15.7,23.5,11.8,6.7,19.4,8.7,16.5,-7.7,14.5,40.6,23.1,-19.1,13.5,9.5,0.0001368997,2021-08-12
129,129,2021-08-13,6.945202433508597e-05,3.6583637343877527e-07,0.00015705151607559435,6.232837613207055e-05,4.389103980519594e-06,0.00017178815498537225,4.982748717763205e-05,3.7822350796367724e-07,0.00018170424749205239,2021-08,8.9,15.7,23.5,11.8,6.7,19.4,8.7,16.5,-7.7,14.5,40.6,23.1,-19.1,13.5,9.5,0.00013679748,2021-08-13
130,130,2021-08-16,4.8513305232306554e-05,-2.5809515866278347e-06,0.00013971764605092058,6.945202433508597e-05,3.6583637343877527e-07,0.00015705151607559435,6.232837613207055e-05,4.389103980519594e-06,0.00017178815498537225,2021-08,8.9,15.7,23.5,11.8,6.7,19.4,8.7,16.5,-7.7,14.5,40.6,23.1,-19.1,13.5,9.5,0.00013673108,2021-08-16
131,131,2021-08-17,0.00012537408773127633,4.2283575369499103e-05,0.00019211474533752386,4.8513305232306554e-05,-2.5809515866278347e-06,0.00013971764605092058,6.945202433508597e-05,3.6583637343877527e-07,0.00015705151607559435,2021-08,8.9,15.7,23.5,11.8,6.7,19.4,8.7,16.5,-7.7,14.5,40.6,23.1,-19.1,13.5,9.5,0.00013696913,2021-08-17
132,132,2021-08-18,0.00011638004376416844,1.096799127854211e-05,0.00018256162181401594,0.00012537408773127633,4.2283575369499103e-05,0.00019211474533752386,4.8513305232306554e-05,-2.5809515866278347e-06,0.00013971764605092058,2021-08,8.9,15.7,23.5,11.8,6.7,19.4,8.7,16.5,-7.7,14.5,40.6,23.1,-19.1,13.5,9.5,0.0001364897,2021-08-18
133,133,2021-08-19,5.376366144514913e-05,1.650584421953087e-06,0.00016841407356192029,0.00011638004376416844,1.096799127854211e-05,0.00018256162181401594,0.00012537408773127633,4.2283575369499103e-05,0.00019211474533752386,2021-08,8.9,15.7,23.5,11.8,6.7,19.4,8.7,16.5,-7.7,14.5,40.6,23.1,-19.1,13.5,9.5,0.00013662872,2021-08-19
134,134,2021-08-20,0.00012912474096901837,3.4513132735692846e-05,0.0002055247076633587,5.376366144514913e-05,1.650584421953087e-06,0.00016841407356192029,0.00011638004376416844,1.096799127854211e-05,0.00018256162181401594,2021-08,8.9,15.7,23.5,11.8,6.7,19.4,8.7,16.5,-7.7,14.5,40.6,23.1,-19.1,13.5,9.5,0.00013695034,2021-08-20
135,135,2021-08-23,5.371590878636116e-05,1.6558764263994284e-05,0.00019934003075007853,0.00012912474096901837,3.4513132735692846e-05,0.0002055247076633587,5.376366144514913e-05,1.650584421953087e-06,0.00016841407356192029,2021-08,8.9,15.7,23.5,11.8,6.7,19.4,8.7,16.5,-7.7,14.5,40.6,23.1,-19.1,13.5,9.5,0.0001365841,2021-08-23
136,136,2021-08-24,6.195725012067531e-05,8.984398013499214e-06,0.00018709646947439316,5.371590878636116e-05,1.6558764263994284e-05,0.00019934003075007853,0.00012912474096901837,3.4513132735692846e-05,0.0002055247076633587,2021-08,8.9,15.7,23.5,11.8,6.7,19.4,8.7,16.5,-7.7,14.5,40.6,23.1,-19.1,13.5,9.5,0.00013684001,2021-08-24
137,137,2021-08-25,3.793834395737958e-05,-2.2808804352938505e-06,0.00016622100141256937,6.195725012067531e-05,8.984398013499214e-06,0.00018709646947439316,5.371590878636116e-05,1.6558764263994284e-05,0.00019934003075007853,2021-08,8.9,15.7,23.5,11.8,6.7,19.4,8.7,16.5,-7.7,14.5,40.6,23.1,-19.1,13.5,9.5,0.00013682811,2021-08-25
138,138,2021-08-26,7.428106973210868e-05,3.6954628822663325e-05,0.0002072824400484131,3.793834395737958e-05,-2.2808804352938505e-06,0.00016622100141256937,6.195725012067531e-05,8.984398013499214e-06,0.00018709646947439316,2021-08,8.9,15.7,23.5,11.8,6.7,19.4,8.7,16.5,-7.7,14.5,40.6,23.1,-19.1,13.5,9.5,0.00013706663,2021-08-26
139,139,2021-08-27,8.590664684693635e-05,1.1172850093095319e-07,0.00018604285760015515,7.428106973210868e-05,3.6954628822663325e-05,0.0002072824400484131,3.793834395737958e-05,-2.2808804352938505e-06,0.00016622100141256937,2021-08,8.9,15.7,23.5,11.8,6.7,19.4,8.7,16.5,-7.7,14.5,40.6,23.1,-19.1,13.5,9.5,0.00013668725,2021-08-27
140,140,2021-08-30,0.00010776981573981914,-1.8634941908272358e-06,0.00016616846001796614,8.590664684693635e-05,1.1172850093095319e-07,0.00018604285760015515,7.428106973210868e-05,3.6954628822663325e-05,0.0002072824400484131,2021-08,8.9,15.7,23.5,11.8,6.7,19.4,8.7,16.5,-7.7,14.5,40.6,23.1,-19.1,13.5,9.5,0.00013679508,2021-08-30
141,141,2021-08-31,7.239888021007711e-05,-2.4259271825225305e-06,0.00014792934602266187,0.00010776981573981914,-1.8634941908272358e-06,0.00016616846001796614,8.590664684693635e-05,1.1172850093095319e-07,0.00018604285760015515,2021-08,8.9,15.7,23.5,11.8,6.7,19.4,8.7,16.5,-7.7,14.5,40.6,23.1,-19.1,13.5,9.5,0.00013664624,2021-08-31
142,142,2021-09-01,0.00024533064982513623,1.4741930352303148e-05,0.00014730048641083384,7.239888021007711e-05,-2.4259271825225305e-06,0.00014792934602266187,0.00010776981573981914,-1.8634941908272358e-06,0.00016616846001796614,2021-09,7.3,14.8,21.2,6.8,3.0,17.1,8.8,15.5,-0.7,12.5,38.4,2.1,-13.7,9.4,10.7,0.00013672424,2021-09-01
